"id","first_name","last_name","salary","industry"
"865","Mary","Ross","218","Insurance"
"866","Grace","Ross","62","Business Equipment"
"867","Steven","Morgan","6","Real Estate"
"868","Kimberly","Williams","143","Paper Products"
"869","Adam","Jones","243","Logistics"
"870","Olivia","Garcia","201","Internet"
"871","Mateo","Henderson","173","Ceramics"
"872","Laura","Cooper","117","Electronic Manufacturing"
"874","Amber","Bryant","9","Graphic Design"
"875","Sofia","Powell","256","Semiconductors"
"876","Steven","Hall","50","Glass"
"877","Austin","Hill","123","Business Equipment"
"878","Ethan","Peterson","54","Food Production"
"880","Charlotte","Clark","154","Metals"
"881","Danielle","Hayes","207","Legal Services"
"883","Allison","Perez","243","Furniture"
"884","Eric","Long","137","Fitness"
"885","Emma","Williams","232","Fashion"
"886","Zachary","King","141","Entertainment"
"887","Laura","Murphy","143","Containers"
"890","Alexandra","Wilson","246","Insurance"
"891","Anthony","Baker","201","Writing"
"892","Isaac","Lopez","79","Computer Games"
"893","Emma","Scott","225","Fishery"
"894","Sebastian","Anderson","13","Information Technology"
"895","Kayla","Foster","125","Paper Products"
"897","Anna","Wilson","11","Graphic Design"
"898","Sean","Jackson","135","Telecommunications"
"900","Adam","Martin","102","Furniture"
"902","Jonathan","Gonzales","36","Retail"
"903","Matthew","Thompson","242","Nanotechnology"
"906","Samuel","Rivera","133","Legal Services"
"908","Isabella","Garcia","166","Paper Products"
"910","Isabella","Morgan","142","Luxury Goods"
"911","Ethan","Young","36","Retail"
"912","Jack","White","68","Farming"
"913","Joshua","Lewis","116","Facilities Services"
"915","Taylor","Wilson","156","Gambling"
"916","Anthony","Powell","219","Food"
"917","Sara","Martin","249","Construction"
"918","Mary","Sanchez","56","Services"
"921","Abigail","Morgan","253","Glass"
"923","Emma","Bennett","118","Pharmaceuticals"
"924","Richard","Foster","205","Freight Delivery"
"928","Claire","Henderson","211","Private Equity"
"930","Kaitlyn","Cooper","225","Wireless"
"931","Amanda","Patterson","164","Insurance"
"932","Michelle","Young","42","Space"
"933","Patrick","Butler","140","Nanotechnology"
"934","Allison","Cooper","198","Packaging"
"936","Tyler","Sanders","165","Mortgages"
"937","Justin","Coleman","69","Services"
"941","Steven","Martinez","201","Wine"
"942","Daniel","Hayes","52","Private Equity"
"944","Sean","Washington","135","Glass"
"945","Alexander","White","174","Information Services"
"946","Jasmine","Ross","184","Computer Software"
"947","Maria","Nelson","239","Health Care"
"948","Emily","White","217","Aerospace"
"950","Oliver","Bryant","23","Glass"
"951","Owen","Johnson","188","Human Resources"
"952","Stephanie","Bell","51","Recreational Facilities"
"953","Tyler","Jackson","86","Mortgages"
"954","Sara","Edwards","134","International Development"
"955","Courtney","Murphy","50","Publishing"
"956","Theodore","Collins","83","Mortgages"
"957","Courtney","Ross","140","Containers"
"958","Ethan","Richardson","235","Education"
"959","Aiden","Morgan","3","Veterinary"
"960","Nicholas","Brooks","142","Utilities"
"962","Isabella","Allen","165","Services"
"963","Isabella","Lee","25","Computer Games"
"964","Heather","Powell","108","Facilities Services"
"967","Zachary","Simmons","211","Pharmaceuticals"
"969","Joseph","Lopez","144","Education"
"971","Patrick","Morris","166","Mechanical Engineering"
"975","Elizabeth","Foster","191","Recreational Facilities"
"977","Justin","Ramirez","70","Beverages"
"980","Matthew","Hill","141","Business Supplies"
"981","Grace","Collins","248","Biotechnology"
"983","Lauren","Simmons","247","Food Production"
"984","Justin","Flores","198","Industrial Engineering"
"986","Jennifer","Bryant","95","Farming"
"987","Kaitlyn","Patterson","225","Space"
"989","David","Lee","204","Banking"
"990","Layla","Edwards","59","Journalism"
"991","Patrick","Turner","79","Freight Delivery"
"992","Olivia","Jones","81","Internet"
"994","Benjamin","James","125","International Trade"
"995","Julian","Bell","54","Management Consulting"
"996","Brandon","Perry","180","Media Production"
"997","Mark","Wilson","37","Procurement"
"998","Megan","Evans","218","Management Consulting"
"999","Isabella","Roberts","210","Construction"
